business_name,address,phone,email,website,total_reviews,replied_count,reply_rate,star_rating
Grand paradise,"6/61-67 Haldon St, Lakemba NSW 2195",(02) 8593 1328,,,294,2,10%,3.9
Shahi Dastarkhwan,"64 Haldon St, Lakemba NSW 2195",(02) 8590 5972,,https://shahidastarkhwan.my-order.online/,553,2,10%,4.1
Bad Boys Kebab Lakemba,"4a/112 Benaroon Rd, Lakemba NSW 2195",(02) 9310 0542,,https://badboyskebab.com.au/,93,20,100%,4.9
Mataam Al Mandi Lakemba,"93 Haldon St, Lakemba NSW 2195",(02) 9150 6030,,,982,0,0%,4.0
Lahori khabbay Restaurant (Open till late at night),"shop 1 188/190 Haldon St, Lakemba NSW 2195",0461 323 133,,,389,0,0%,4.3
Al Mandi & Karahi house,"156 Haldon St, Lakemba NSW 2195",(02) 8033 2579,yourmail@gmail.com,https://www.ozfoodhunter.com.au/al-mandi-karahi-house,235,0,0%,3.6
Boishakhi Restaurant,"40 Haldon St, Lakemba NSW 2195",0430 013 383,support_kr@uber.com,https://www.ubereats.com/store/boishakhi-multi-cuisine-restaurant/wfwO0_o9S3GjovF5nZx-ag?diningMode=PICKUP,99,20,100%,4.2
DECCAN FLAVOURS,"Shop 3,168/176 Haldon St, Lakemba NSW 2195",(02) 9750 3834,,https://deccanflavourslakemba.shop/,1008,2,10%,4.0
BAKERS INN Lakemba,"30B Haldon St, Lakemba NSW 2195",,,https://www.instagram.com/bakers._.inn,732,0,0%,4.0
"Zabardast (Paan, Kulfi & Falooda)","43 Haldon St, Lakemba NSW 2195",(02) 8068 0875,,,232,0,0%,4.4
Lakemba Pizza,"81 Haldon St, Lakemba NSW 2195",(02) 9740 3235,,,667,6,30%,4.2
Al Fayhaa Bakery,"137A Haldon St, Lakemba NSW 2195",(02) 9750 9009,alfayhaabakery@gmail.com,http://www.facebook.com/alfayhaabakery,224,2,10%,4.4
Island Dreams Cafe,"47-49 Haldon St, Lakemba NSW 2195",0455 578 190,islanddreams123@hotmail.com,https://www.islanddreamscafe.com.au/,170,14,70%,4.3
Pizza Boss Lakemba,"Shop 1/60A The Boulevarde, Lakemba NSW 2195",(02) 9703 0682,pizzbosssydney@gmail.com,https://www.pizzaboss.com.au/,364,20,100%,4.4
Lakemba Mosque,"65-67 Wangee Rd, Lakemba NSW 2195",(02) 9750 6833,,https://lma.org.au/mosques/lakemba-mosque/,1164,0,0%,4.8
Daptos Lakemba,"857-875 Canterbury Rd, Lakemba NSW 2195",0423 411 411,,http://www.daptos.com.au/?utm_source=Google&utm_medium=gmb_organic&utm_campaign=google_my_business,245,12,60%,4.3
Extra Crispy - Lakemba,"153 Haldon St, Lakemba NSW 2195",1300 050 098,,https://extracrispychicken.com.au/,706,18,90%,3.6
Al Aseel Restaurant Greenacre,"183 Waterloo Rd, Greenacre NSW 2190",(02) 9758 6744,greenacre@alaseel.com.au,https://alaseel.com.au/greenacre/,2627,14,70%,4.2
Dhaka Delight,"33 Railway Parade, Lakemba NSW 2195",(02) 9750 9747,,,427,0,0%,3.6
Joy Veg Fruit Dining Belmore,"790 Canterbury Rd, Belmore NSW 2192",(02) 9740 4588,joyvegmaster@gmail.com,http://joyveg.com.au/,223,0,0%,4.6
Ekush Halal Restaurant Lakemba,"3/157-171 Haldon St, Lakemba NSW 2195",(02) 9740 4340,,http://www.ekush.com.au/,194,2,10%,3.9
Indo Cafe & Restaurant Authentic Indonesian Food,"11/2/8 Knox St, Belmore NSW 2192",0470 588 460,,https://indocafeandrestaurant.yumbojumbo.com.au/,242,0,0%,4.5
Brothers Kebab Belmore,"398 Burwood Rd, Belmore NSW 2192",(02) 9758 4408,ilmosys.inc@gmail.com,https://brotherskebab.com.au/,457,6,30%,4.0
Masjid As-Sunnah Lakemba,"132 Haldon St, Lakemba NSW 2195",0484 518 332,,https://www.facebook.com/masjidassunnahlakemba/,327,0,0%,4.9
Mr. Shawarma,"145 Waterloo Rd, Greenacre NSW 2190",(02) 9740 7788,catering@mrshawarma.com.au,https://www.mrshawarma.com.au/,1690,10,50%,4.2
Ibbys seafood,"136A Waterloo Rd, Greenacre NSW 2190",(02) 9758 9519,info@ibbysseafood.com,https://ibbysseafood.com/,192,0,0%,4.1
Ma Po Charcoal BBQ Korean Restaurant,"384 Burwood Rd, Belmore NSW 2192",(02) 9740 4500,,https://mapocharcoalbbqkoreanrestaurant.menu-res.com/,356,0,0%,4.0
Little Tripoli Lebanese Breakfast Restaurant,"195 Waterloo Rd, Greenacre NSW 2190",(02) 9750 0901,,,255,2,10%,4.4
El Khayal Lebanese Restaurant,"134A Waterloo Rd, Greenacre NSW 2190",(02) 9758 9997,,https://www.facebook.com/Elkhayalgreenacre,463,0,0%,4.3
Walnam Ssam Restaurant,"316 Burwood Rd, Belmore NSW 2192",0494 007 249,,,181,0,0%,4.4
Smoky Cravings Campsie,"325 Beamish St, Campsie NSW 2194",(02) 9667 2003,smokycravings@gmail.com,https://www.facebook.com/smokycravings/,294,0,0%,4.3
Canterbury League Club,"26 Bridge Rd, Belmore NSW 2192",(02) 9704 7777,,https://canterbury.com.au/,2422,20,100%,4.2
Elements Espresso Bar,"721a Canterbury Rd, Belmore NSW 2192",1300 353 636,info@elementsgroup.com.au,https://www.elementsbrasserie.com.au/,141,8,40%,4.4
BKreamy Juice Desserts and Burgers,"86/90 Haldon St, Lakemba NSW 2195",0423 158 261,bkreamy.lakemba@gmail.com,https://bkreamy.com.au/,121,8,40%,3.9
Bakehouse Cafe,"Inside Canterbury League CLub, 26 Bridge Rd, Belmore NSW 2192",(02) 9704 7777,,https://canterbury.com.au/bars-restaurants/bakehouse-cafe/,130,12,60%,3.8
Yes Indeed Thai Restaurant,"347 Burwood Rd, Belmore NSW 2192",(02) 9758 9679,,https://yesindeed.com.au/,248,20,100%,4.3
Ramadan Night Markets - Human Appeal Australia,"119 Haldon St, Lakemba NSW 2195",0451 359 505,,https://qrs.ly/radi2fo,265,0,0%,4.1
The Lakemba Club,"26 Quigg St S, Lakemba NSW 2195",(02) 9751 5888,,http://www.lakembaclub.com.au/,187,16,80%,4.0
Al Sultan Butchery,"130 Haldon St, Lakemba NSW 2195",(02) 9750 4290,,,196,2,10%,4.1
Belmore Lebanese Bakery,"339 Burwood Rd, Belmore NSW 2192",(02) 9759 2490,,,138,18,90%,4.5
Lakemba Hotel,"146 Haldon St, Lakemba NSW 2195",(02) 9759 3022,manager@lakembahotel.com.au,http://lakembahotel.com.au/,157,16,80%,3.6
New Harmony Chinese Restaurant,"Level 1/198 Waterloo Rd, Greenacre NSW 2190",(02) 9253 2901,,https://social.quandoo.com/en/groups/New%20Harmony%20Chinese%20Restaurant,408,2,10%,4.4
Five Star Coffee & Nuts,"85/87 Yerrick Rd, Lakemba NSW 2195",(02) 9759 1895,,,503,14,70%,4.1
Sahara Bakery,"127 Chapel St, Kingsgrove NSW 2208",(02) 9750 0088,,http://sahara-bakery.edan.io/,339,12,60%,4.1
Nostimo Charcoal Chicken,"428 Burwood Rd, Belmore NSW 2192",(02) 9703 4085,,https://m.facebook.com/pages/category/Restaurant/Nostimo-Charcoal-Chicken-2272243243054769/,103,0,0%,4.5
Lakemba,Lakemba NSW 2195,,,,100,0,0%,4.0
Lakemba Station,"67 The Boulevarde, Lakemba NSW 2195",,,,215,0,0%,4.0
Shi Gol Jip Korean Charcoal BBQ Restaurant,"333 Burwood Rd, Belmore NSW 2192",0401 853 262,,https://weborder.qonus.com.au:31001/home/order/takeaway?enc=y&action=takeaway&storeCode=bG45MTMwanpLSHZOeVM1bEV3Ni9LQT09&qrfrom=undefined,207,0,0%,3.8
The Dynasty Restaurant,"26 Bridge Rd, Belmore NSW 2192",(02) 9704 7704,,,650,0,0%,3.7
Thai Hutt Greenacre,"173 Waterloo Rd, Greenacre NSW 2190",(02) 9415 1495,,,94,0,0%,3.9
KANAFANDI CAFE,"60 Haldon St, Lakemba NSW 2195",0450 499 777,info@test.com,https://revu.website/132142/,122,18,90%,4.1
La Belle Pâtissière & Sweets Café,"58 Haldon St, Lakemba NSW 2195",0405 487 644,,https://instagram.com/labellecoffeelakemba?utm_medium=copy_link,134,0,0%,4.8
King Of Sweets,"129 Haldon St, Lakemba NSW 2195",(02) 8021 5737,,https://www.facebook.com/kingofsweetsptyltd/,324,18,90%,4.8
La Belle Patisserie,"42 The Boulevarde, Lakemba NSW 2195",(02) 9750 4244,,,120,0,0%,4.5
billys cafe,"335 Burwood Rd, Belmore NSW 2192",(02) 8021 1532,,https://billyscafe.com.au/,189,0,0%,4.8
Mourad's Coffee & Nuts,"506/508 Punchbowl Rd, Lakemba NSW 2195",(02) 9750 0499,info@mourad.com.au,http://www.mourad.com.au/,94,0,0%,4.2
Brew & Brush Café,"142 Moorefields Rd, Kingsgrove NSW 2208",(02) 9759 4850,,https://instagram.com/baskblends?igshid=YmMyMTA2M2Y=,143,0,0%,4.5
Soft Sip,"1/128 Waterloo Rd, Greenacre NSW 2190",(02) 9740 7736,,,373,4,20%,4.7
YOUIES,"Shop 2/512 Burwood Rd, Belmore NSW 2192",(02) 8593 9679,,,254,14,70%,4.6
Rust Bucket,"shop 21/335-337 Burwood Rd, Belmore NSW 2192",0405 137 938,,,591,0,0%,4.5
Traboulsi Bakery,"43 The Boulevarde, Lakemba NSW 2195",(02) 9740 3232,,,673,0,0%,4.1
Jobel's Cafe belmore,"1/400 Burwood Rd, Belmore NSW 2192",(02) 9516 4094,,,289,10,50%,4.2
Raw Coffee Bar,"426 Burwood Rd, Belmore NSW 2192",0450 083 729,,,98,0,0%,4.7
Elements Brasserie Belmore,"721a Canterbury Rd, Belmore NSW 2192",1300 353 636,info@elementsgroup.com.au,https://www.elementsbrasserie.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-belmore,1507,20,100%,4.8
Ali Supermarket Lakemba NSW,"160-162 Haldon St, Lakemba NSW 2195",0415 599 039,,,1862,0,0%,4.0
Caffe Cherry Beans,"Shop G - 039/24 Roselands Ave, Roselands NSW 2196",0431 726 436,admin@cherrybeans.com.au,http://www.cherrybeans.com.au/,178,0,0%,4.2
Luxe Car Wash Cafe,"1033 Canterbury Rd, Lakemba NSW 2195",0426 180 126,accounts@luxecarwashcafe.com,http://luxecarwashcafe.squarespace.com/,348,0,0%,4.3
Cafe Metrio,"291 Beamish St, Campsie NSW 2194",(02) 9787 2769,,,114,0,0%,4.0
Di Pacci Coffee Company,"97-99 Chapel St, Roselands NSW 2196",(02) 9758 0760,support@dipacciusa.com,http://www.dipacci.com.au/,548,20,100%,4.7
Three Beans Roselands,"Shop 1/006 Roselands Dr, Roselands NSW 2096",,,http://www.threebeans.com.au/,138,0,0%,4.1
Mrs. Fields Roselands,"Roselands Dr, Roselands NSW 2196",(02) 8668 5503,info@mrsfields.com.au,http://www.mrsfields.com.au/,103,4,20%,4.4
Ampol Foodary Lakemba,"Punchbowl Rd Cnr, 516 Wangee Rd, Lakemba NSW 2195",(02) 9740 3760,lakemba@ampolretail.com.au,https://locations.ampol.com.au/en/ampol-foodary-lakemba,186,12,60%,3.8
Lantern Club,"21 Roselands Ave, Roselands NSW 2196",(02) 8037 8200,enquiries@lanternclub.com.au,http://www.lanternclub.com.au/,676,14,70%,4.0
DeFrance Roselands,"Shop/G022 Roselands Dr, Roselands NSW 2196",(02) 9759 6442,macarthur@defrance.com.au,http://www.defrance.com.au/,269,0,0%,3.8
Mastika Gelato & Cafe,"396 Burwood Rd, Belmore NSW 2192",(02) 8385 0571,,,233,0,0%,4.2
Best Price Supermarket,"126 Haldon St, Lakemba NSW 2195",0439 366 621,,,128,0,0%,4.3
Big Fresh Lakemba,"131 Haldon St, Lakemba NSW 2195",,,,113,8,40%,3.9
Himawari Japanese kitchen,"Shop 9/211 Canterbury Rd, Canterbury NSW 2193",(02) 8018 5330,,,258,0,0%,4.8
SharePHO Canterbury,"Shop 3/352 Canterbury Rd, Canterbury NSW 2193",0491 961 370,,,326,6,30%,4.6
VECINO - Gourmet Chicken & Tacos,"Shop 1/1/3 Charles St, Canterbury NSW 2193",0456 416 749,vecino.glebe@gmail.com,http://www.vecino.com.au/,1627,6,30%,4.7
Tokyo Table Japanese Restaurant,"SHOP 5/1 Cooks Ave, Canterbury NSW 2193",(02) 9718 6314,tokyotablecanterbury@outlook.com,http://tokyotable.com.au/,340,12,60%,4.4
The Little Cup and Saucer,"52 Northcote St, Canterbury NSW 2193",(02) 9591 8886,manager@cupandsaucer.com.au,https://cupandsaucer.com.au/,563,20,100%,4.6
Brothers Kebab & Burgers Canterbury,"280 Canterbury Rd, Canterbury NSW 2193",(02) 8040 5443,ilmosys.inc@gmail.com,http://brotherskebab.com.au/,517,12,60%,4.5
Fat Elephant Thai Canterbury,"185 Canterbury Rd, Canterbury NSW 2193",(02) 8959 6249,,https://fatelephantthai-canterbury.yumbojumbo.com.au/,282,0,0%,4.1
PAZAR,"325 Canterbury Rd, Canterbury NSW 2193",0411 727 874,eat@pazar.com.au,http://www.pazar.com.au/,1042,2,10%,4.6
Pho Mom,"259 Canterbury Rd, Canterbury NSW 2193",(02) 9789 7284,,,346,0,0%,4.6
Canterbury Lebanese Bread,"99 Canterbury Rd, Canterbury NSW 2193",(02) 9718 3870,info@canterburylebanesebread.com,https://canterburylebanesebread.com/,254,2,10%,4.7
Dough Time Earlwood,"216 William St, Earlwood NSW 2206",(02) 9789 3000,,https://www.itsdoughtime.com.au/,340,0,0%,4.8
SOL Coffee Bar,"shop 4/571-573 Canterbury Rd, Campsie NSW 2194",(02) 9787 1800,,https://www.instagram.com/s.o.l.coffeebar?igsh=anoyOG81eTN2bTZ2,345,0,0%,4.8
Ashin Campsie,"161 Beamish St, Campsie NSW 2194",(02) 9787 2800,,http://www.ashin.com.au/,1012,0,0%,4.5
Canterbury Hotel,"208 Canterbury Rd, Canterbury NSW 2193",(02) 9787 9656,canterbury@thomashotels.com.au,http://www.canterburyhotel.com.au/,239,0,0%,3.8
Stax On Burgers,"4/316 Canterbury Rd, Canterbury NSW 2193",,,https://www.order.store/store/stax-on/Gqopz9kESKmZSJjph4Saog,243,0,0%,3.9
Frank & Chitch,"2-4 Barnes Ave, Earlwood NSW 2206",,info@frankandchitch.com.au,http://www.frankandchitch.com.au/,301,0,0%,4.7
Blue River Thai Restaurant,"239 Canterbury Rd, Canterbury VIC 3126",(03) 9888 6229,blueriverthai@yahoo.com,http://www.blueriverthai.com.au/,136,0,0%,4.4
Chicken Or The Egg Cafe,"76-78 Maling Rd, Canterbury VIC 3126",(03) 8395 7132,cote_canterbury@hotmail.com,https://www.facebook.com/cote.canterbury,423,2,10%,4.4
Paesani Restaurant,"46 Hampton St, Croydon Park NSW 2133",(02) 9716 4100,info@paesani.com.au,http://www.paesani.com.au/,198,2,10%,4.7
Napoli Centro pizzeria,"10 Hartill-Law Ave, Bardwell Park NSW 2207",(02) 9599 9711,,http://napolicentropizzeria.com.au/,541,10,50%,4.5
Sushi Sapporo,"22 Clarke St, Earlwood NSW 2206",(02) 8056 8498,,https://kpos.com.au/sapporoearlwood,269,14,70%,4.6
BetweenUs Coffee Food Wine,"141 Maling Rd, Canterbury VIC 3126",(03) 9830 7915,,https://betweenus.com.au/,278,4,20%,4.3
Se Jong Korean BBQ Buffet Campsie,"8 London St, Campsie NSW 2194",(02) 9787 7126,,https://social.quandoo.com/en/groups/Se-Jong-Korean-BBQ-Buffet-Campsie,1331,0,0%,4.3
Ishiyama Campsie,"172 Beamish St, Campsie NSW 2194",(02) 9789 3031,,https://ishiyama.net.au/,533,2,10%,4.1
Ourien Chicken and Korean,"185 Beamish St, Campsie NSW 2194",(02) 9718 8882,,http://ourien.com.au/,249,12,60%,4.3
Roma Capoccia,"212 Belmore Rd, Riverwood NSW 2210",(02) 9538 3385,eat@romacapoccia.com.au,http://www.romacapoccia.com.au/,521,18,90%,4.6
Nieo's Grille Earlwood,"212-214 William St, Earlwood NSW 2206",(02) 9787 9055,info@nieosgrille.com.au,http://www.nieosgrille.com.au/,2304,18,90%,4.5
Ck’s Canterbury Kebabs Five Dock,"4/213-235 Parramatta Rd, Five Dock NSW 2046",,,http://instagram.com/canterburykebabs,129,0,0%,3.6
Manmaruya Campsie,"193 Beamish St, Campsie NSW 2194",(02) 9789 5759,wpgod@gmail.com,https://manmaruya.net.au/,546,0,0%,4.0
Oceanmaster Seafood Ashbury,"51 King St, Ashbury NSW 2193",(02) 9799 4088,help@menulog.com.au,https://www.menulog.com.au/restaurants-ocean-master-seafood/menu,199,4,20%,4.4
Dong Hae Sushi Bar,"5/199 Beamish St, Campsie NSW 2194",(02) 9789 2727,,,299,0,0%,4.3
Ha Noi Quan Campsie,"94 Beamish St, Campsie NSW 2194",(02) 9787 2707,,,379,2,10%,4.4
Brothers Kebabs,"315 Princes Hwy, Banksia NSW 2216",(02) 9567 4194,,,1423,0,0%,4.5
"Chapter Three Espresso & Bar | Café, All-Day Breakfast & Brunch, Dinner, Wine Bar & Event Space","133/137 Maling Rd, Canterbury VIC 3126",(03) 9042 8553,chapterthree.malingroad@gmail.com,https://www.chapterthreemaling.com/,308,14,70%,4.2
Crepe House Cafe,"202 William St, Earlwood NSW 2206",(02) 8041 6024,,,468,6,30%,4.3
Golden Territory Seafood Restaurant,"202-204 Beamish St, Campsie NSW 2194",(02) 9789 1288,goldenterritory2018@gmail.com,http://goldenterritory.com.au/,737,0,0%,3.7
Sydney Haejanggook Strathfield,"30 The Boulevarde, Strathfield NSW 2135",0410 836 115,,,257,0,0%,4.1
U Know Thai Takeaway Earlwood,"345 Homer St, Earlwood NSW 2206",(02) 9558 1036,,http://www.uknowthai.com.au/,186,18,90%,4.3
Fiorelli Restaurant,"209 Camberwell Rd, Hawthorn East VIC 3123",(03) 9882 0222,info@fiorellirestaurant.com.au,http://www.fiorellirestaurant.com.au/,921,0,0%,4.7
THE YOOK SIB WON,"Shopping Village, Shop 7/60 Charlotte St, Clemton Park NSW 2194",,,,214,0,0%,4.6
Woodcut,"Level 1/1 Barangaroo Ave, Barangaroo NSW 2000",(02) 8871 7171,u003ecareers@woodcutrestaurant.com.au,https://www.crownsydney.com.au/restaurants/woodcut,1434,20,100%,4.3
Eightastic,"4/316 Canterbury Rd, Canterbury NSW 2193",,,https://www.eightastic.com.au/,481,2,10%,4.5
SeaSweet Patisserie,"2a Cooks Ave, Canterbury NSW 2193",1300 908 070,sales@seasweet.com.au,https://seasweet.com.au/,225,0,0%,4.6
Calla and Cups Cafe,"225 Canterbury Rd, Canterbury VIC 3126",0452 051 766,,https://social.quandoo.com/en/groups/calla-and-cups-cafe,130,20,100%,4.9
(Only Coffee) The Old Tab Cafe,"18 Anglo Rd, Campsie NSW 2194",,,,106,6,30%,4.7
Butter Corner,"3/432 Chapel Rd, Bankstown NSW 2200",0401 376 688,,,447,18,90%,4.8
The Good Food Collective,"123 Maling Rd, Canterbury VIC 3126",0432 060 599,,,153,2,10%,4.8
Tonto Cafe,"84 Canterbury Rd, Canterbury VIC 3126",0415 979 496,tontocafe@gmail.com,https://www.facebook.com/tontocafe/,89,0,0%,4.4
Handmade barbers,"34 Fore St, Canterbury NSW 2193",,hello@handmadesalon.com.au,http://www.handmadesalon.com.au/,114,2,10%,4.9
Envy Deli Cafe,"109 Smith St, Summer Hill NSW 2130",(02) 9797 1668,info@envydelicafe.com.au,http://www.envydelicafe.com.au/,1050,0,0%,4.3
363 Cafe Lounge & Bakery Campsie (Manoush),"Shop 1/363 Beamish St, Campsie NSW 2194",(02) 8021 3123,,,146,0,0%,4.5
By George Coffee,"117 Georges River Rd, Croydon Park NSW 2133",0421 133 819,,https://www.bygeorgecoffee.com/,227,10,50%,4.4
Little Couple Cafe Campsie,"1/199 Beamish St, Campsie NSW 2194",0416 302 724,littlecouplecafe@gmail.com,http://facebook.com/littlecouplecafe,159,16,80%,4.6
Torode Xocolatl Premium Chocolates,"66 Maling Rd, Canterbury VIC 3126",0421 478 900,orders@xocolatl.com.au,http://www.torodexocolatl.com.au/,161,2,10%,4.7
Chungdam Korean Restaurant,"185 Beamish St, Campsie NSW 2194",0430 513 568,,https://www.instagram.com/chungdam_campsie,278,0,0%,4.8
The Valley Bistro,"327 Beamish St, Campsie NSW 2194",,,https://thevalleycampsiehotel.com/,119,0,0%,4.6
Anzzie Veggie Vegetarian Restaurant,"Shop 1A/337 Beamish St, Campsie NSW 2194",(02) 7245 9497,,,80,20,100%,4.9
My Indo Kitchen Campsie,"270 Beamish St, Campsie NSW 2194",(02) 9789 5182,,https://www.instagram.com/myindokitchen.by.dapurmelison?igsh=MWR3OGJ1ZnNnbjdmbw==,228,0,0%,4.4
Sticks Club,"113 Clissold Parade, Campsie NSW 2194",0414 766 015,,https://sticksclub.com.au/,122,0,0%,4.5
Hokkien Kia Kitchen,"254 Beamish St, Campsie NSW 2194",0403 889 139,,,294,4,20%,4.0
Number One BBQ House,"152 Beamish St, Campsie NSW 2194",(02) 9718 6147,,,299,0,0%,4.3
New Keung Kee seafood restaurant,"269 Beamish St, Campsie NSW 2194",0466 225 029,,https://newkeungkee.com.au/,221,2,10%,4.0
Malaysia Small Chilli Campsie,"148 Beamish St, Campsie NSW 2194",(02) 8068 2433,,,246,6,30%,4.3
Sahara Grill Turkish Street Food,"Charlotte St, Campsie NSW 2194",(02) 9748 4236,,,115,12,60%,4.7
My Malaysian Kitchen,"23/20-22 Anglo Rd, Campsie NSW 2194",(02) 8590 5789,,,84,6,30%,4.0
Flame House,"60 Charlotte St, Campsie NSW 2194",0451 985 351,,https://m.facebook.com/flamehouseco/,269,4,20%,4.6
Albee's Delight,"273Beamish Street, Campsie NSW 2194",0433 743 886,,,1390,0,0%,4.0
Bánh Cuốn Bà Oanh,"279 Beamish St, Campsie NSW 2194",(02) 8068 0885,,,188,0,0%,4.4
Yummy King BBQ Kitchen Campsie,"164 Beamish St, Campsie NSW 2194",(02) 9718 0882,,,395,0,0%,4.2
Malaysian Hometown Hawker,"228 Beamish St, Campsie NSW 2194",0432 316 868,,https://malaysianhawker.square.site/,148,0,0%,3.8
Campsie Charcoal Chicken,"146 Beamish St, Campsie NSW 2194",(02) 9789 3812,campsiecharcoalchickens@hotmail.com,http://www.campsiecharcoalchickens.com.au/,298,0,0%,4.3
Jinweigu Food,"277 Beamish St, Campsie NSW 2194",,,,206,0,0%,4.1
Master Guo's Chinese restaurant,"282 Beamish St, Campsie NSW 2194",0420 282 015,,,126,0,0%,4.3
Master Rolls Clemton Park,"In front Coles, k003/60 Charlotte St, Campsie NSW 2194",0473 831 551,,,179,18,90%,4.7
Char Penang Foodie,"239 Beamish St, Campsie NSW 2194",0490 313 010,hello@charpenangfoodie.com.au,https://www.facebook.com/people/Char-Penang-Foodie/100083356870242/,98,14,70%,4.0
Khukuri Nepali Restaurant,"231 Beamish St, Campsie NSW 2194",0412 966 257,info@khukhurirestaurant.com.au,https://khukurinepalirestaurant.com.au/,1447,0,0%,3.9
Sun Ho Restaurant,"25 Anglo Rd, Campsie NSW 2194",(02) 9784 0200,,https://www.facebook.com/Sunhorestaurant/,542,0,0%,3.9
Wally & Ossies Pizza,"288 Beamish St, Campsie NSW 2194",(02) 9789 4019,,http://www.wallyandossies.com.au/,450,0,0%,4.2
Bac Doo San BBQ,"115 Clissold Parade, Campsie NSW 2194",(02) 9787 5339,,,310,4,20%,3.7
Campsie South Bowling & Recreation Club,"38 Jarrett St, Clemton Park NSW 2206",(02) 9787 1099,bistro@campsiesouth.com.au,https://campsiesouth.com.au/,169,20,100%,4.3
Tianjing Bun Shop Campsie,"180 Beamish St, Campsie NSW 2194",,,,103,0,0%,3.7
Campsie RSL Club,"25 Anglo Rd, Campsie NSW 2194",(02) 9784 0200,enquiries@crslgroup.com.au,http://www.campsiersl.com.au/,637,0,0%,4.0
Hong Kong Seafood Cuisine,"11 Amy St, Campsie NSW 2194",(02) 9787 6168,,,381,0,0%,3.9
King Of Buns Campsie,"225 Beamish St, Campsie NSW 2194",(02) 9789 4855,,,222,0,0%,3.7
Campsie Hotel,"327 Beamish St, Campsie NSW 2194",(02) 9789 6672,,http://campsiehotel.com.au/,829,0,0%,3.7
Anu Kitchen and Catering Services,"337 Beamish St, Campsie NSW 2194",(02) 8077 8199,orders@anukitchen.com.au,https://anukitchen.com.au/,316,6,30%,4.3
Cafe Talk Campsie,"Shop 2/183A Beamish St, Campsie NSW 2194",(02) 8057 1270,cafetalkcampsie@gmail.com,https://cafetalkcampsie.com.au/%20This%20is%20correct%20but%20you%20have%20linked%20to%20the%20wrong%20location%27s%20menu.,270,2,10%,3.7
Oasis on Beamish Hotel,"165 Beamish St, Campsie NSW 2194",(02) 9718 1466,info@sydneybesthotels.info,https://www.oasis-beamish-hotel.top/en/,376,16,80%,3.7
Hot Star Large Fried Chicken Campsie,"235 Beamish St, Campsie NSW 2194",(02) 8540 0417,,http://hotstarchicken.com.au/,178,2,10%,4.3
Clemton Park Shopping Village,"60 Charlotte St, Campsie NSW 2194",(02) 8745 8301,clemtonpark@au.knightfrank.com,http://www.clemtonparkshoppingvillage.com.au/,1226,10,50%,4.3
Leaf Café Clemton Park,"Shopping Village, 12/60 Charlotte St, Clemton Park NSW 2194",(02) 8057 4784,info@leafcafe.com.au,https://www.leafcafe.com.au/our-stores/clemton-park/,156,6,30%,4.3
Campsie Centre,"20/14-28 Amy St, Campsie NSW 2194",(02) 9704 6200,campsiecentre@cplumi.com.au,http://www.campsiecentre.com/,2558,0,0%,3.7
Mancini's Original Woodfired Pizza,"21 Burwood Rd, Belfield NSW 2191",(02) 9742 5945,,http://mancinis.com.au/,1818,8,40%,4.2
7 Mutiara Indonesian & Asia Supermarket,"303 Beamish St, Campsie NSW 2194",(02) 9787 7075,,https://7-mutiara-indonesian.edan.io/,95,0,0%,4.4
